id,age.16.25,age.26.39,age.40.64,age.65.,gender.female,gender.male,race.majority,race.minority,driving_experience.0.9y,driving_experience.10.19y,driving_experience.20.29y,driving_experience.30y.,education.high.school,education.none,education.university,income.middle.class,income.poverty,income.upper.class,income.working.class,credit_score,vehicle_ownership,vehicle_year.after.2015,vehicle_year.before.2015,married,children,postal_code,annual_mileage,vehicle_type.sedan,vehicle_type.sports.car,speeding_violations,duis,past_accidents,outcome
567014,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0.6917632404384539,0,0,1,1,1,10238,10000,1,0,5,2,3,0
752655,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0.5009315162019726,1,0,1,1,1,10238,9000,0,1,3,0,6,0
163684,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0.5982151309583533,1,0,1,1,1,10238,14000,1,0,0,0,0,0
672654,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0.27899548503549715,1,0,1,1,0,10238,10000,1,0,1,0,3,0
542178,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0.4197747546460796,1,0,1,1,1,10238,8000,1,0,2,0,3,0
421070,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0.5241992735561118,1,0,1,0,0,10238,16000,1,0,0,0,0,1
223874,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0.6771216766930963,1,0,1,1,1,10238,12000,1,0,3,0,1,0
884877,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0.34078535101495727,0,0,1,0,0,10238,12000,1,0,0,0,1,0
81772,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0.4774096388148358,0,0,1,1,1,10238,14000,1,0,1,0,2,0
132825,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0.6145074993385868,1,0,1,1,1,10238,12000,1,0,10,1,2,0
288785,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0.5540645050570099,1,1,0,1,1,32765,8000,1,0,1,0,1,0
509652,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0.6172720580106568,1,1,0,1,1,10238,11000,1,0,5,1,2,0
729922,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0.7127690795585845,1,1,0,1,1,10238,11000,1,0,2,0,2,0
964266,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0.7685792276691183,1,1,0,1,1,32765,14000,1,0,1,0,2,0
7893,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0.14543438035869244,1,1,0,0,1,32765,14000,1,0,0,0,0,0
706731,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0.5409888814774325,1,0,1,1,1,32765,12000,1,0,0,0,0,1
916128,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0.4710896315125366,1,1,0,1,1,92101,10000,1,0,3,1,2,0
